Client_Num,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use Chip,Exp Type,Interest_Earned,Delinquent_Acc,Customer_Age,Gender,Education_Level,Customer_Job,Income,Marital_Status,state_cd,Cust_Satisfaction_Score,Age_Group,Income_Group
717420333,Blue,425,0,95,18-06-2023,Week-25,Q2,2023,7349.0,2517,2701,60,0.342,Swipe ,Entertainment,540.2,0,38,F,Doctorate,Businessman,31644,Single,NY,3,30-39,Medium Income
717424458,Blue,100,1,77,18-06-2023,Week-25,Q2,2023,2293.0,1823,1166,22,0.795,Swipe ,Bills,291.5,0,52,F,High School,Selfemployeed,8250,Married,FL,3,50-59,Low Income
717427983,Silver,425,1,79,18-06-2023,Week-25,Q2,2023,11176.0,2422,2682,64,0.217,Swipe ,Entertainment,643.68,0,44,F,Unknown,Govt,31451,Married,TX,3,40-49,Medium Income
717429258,Blue,125,1,110,18-06-2023,Week-25,Q2,2023,1644.0,500,2450,45,0.304,Swipe ,Bills,588.0,0,65,F,Graduate,Selfemployeed,27787,Single,CA,1,60+,Medium Income
717432933,Blue,95,0,78,18-06-2023,Week-25,Q2,2023,3167.0,1387,4587,76,0.438,Swipe ,Grocery,1284.36,0,49,M,Uneducated,Govt,69729,Married,TX,1,40-49,High Income
717437058,Silver,410,0,41,18-06-2023,Week-25,Q2,2023,26437.0,681,2167,57,0.026,Swipe ,Entertainment,541.75,0,49,F,Graduate,White-collar,22828,Single,FL,1,40-49,Medium Income
717439983,Blue,385,1,148,18-06-2023,Week-25,Q2,2023,14774.0,2517,8293,63,0.17,Swipe ,Grocery,1575.67,0,41,M,Uneducated,Govt,112966,Married,TX,3,40-49,Very High Income
717442758,Blue,245,1,105,18-06-2023,Week-25,Q2,2023,8346.0,1452,4141,79,0.174,Swipe ,Entertainment,331.28,0,41,M,Post-Graduate,White-collar,51529,Married,TX,3,40-49,High Income
717443658,Blue,200,1,113,18-06-2023,Week-25,Q2,2023,1920.0,0,4715,81,0.0,Chip ,Food,943.0,0,42,M,Graduate,Govt,75183,Married,NY,2,40-49,High Income
717444558,Blue,350,1,46,18-06-2023,Week-25,Q2,2023,2623.0,1714,5237,76,0.653,Chip ,Food,680.81,0,43,M,High School,Retirees,96698,Single,TX,2,40-49,High Income
717446208,Blue,460,0,97,18-06-2023,Week-25,Q2,2023,3749.0,1980,5083,69,0.528,Swipe ,Grocery,660.79,0,44,M,Graduate,Retirees,92426,Married,FL,2,40-49,High Income
717448383,Blue,495,1,103,18-06-2023,Week-25,Q2,2023,4428.0,0,2331,36,0.0,Chip ,Fuel,372.96,0,64,M,Graduate,White-collar,25780,Single,NY,2,60+,Medium Income
717450633,Blue,325,1,143,18-06-2023,Week-25,Q2,2023,1659.0,1544,1920,39,0.931,Chip ,Bills,326.4,0,33,F,Graduate,Govt,18488,Single,FL,1,30-39,Low Income
717451833,Blue,405,1,111,18-06-2023,Week-25,Q2,2023,20356.0,2517,4547,67,0.124,Swipe ,Bills,1045.81,0,46,M,Unknown,Blue-collar,68165,Married,SC,2,40-49,High Income
717457008,Blue,175,0,73,18-06-2023,Week-25,Q2,2023,9267.0,0,7991,90,0.0,Chip ,Entertainment,2157.57,0,44,M,Unknown,Businessman,109682,Single,FL,3,40-49,Very High Income
717461283,Blue,425,0,94,18-06-2023,Week-25,Q2,2023,2214.0,570,2066,45,0.257,Online ,Entertainment,495.84,0,55,F,Graduate,Blue-collar,21065,Single,CA,3,50-59,Medium Income
717463608,Blue,200,1,112,18-06-2023,Week-25,Q2,2023,2346.0,1407,4116,79,0.6,Chip ,Fuel,1111.32,0,45,M,Unknown,Businessman,50707,Single,CA,3,40-49,High Income
717464958,Silver,300,1,94,18-06-2023,Week-25,Q2,2023,10858.0,0,14475,111,0.0,Chip ,Food,3329.25,0,36,F,Graduate,Businessman,171082,Single,NY,2,30-39,Very High Income
717466158,Blue,495,1,110,18-06-2023,Week-25,Q2,2023,4176.0,1248,4889,62,0.299,Swipe ,Bills,880.02,0,42,M,Graduate,Selfemployeed,83685,Single,NY,1,40-49,High Income
717469158,Blue,400,0,94,18-06-2023,Week-25,Q2,2023,18578.0,1385,1606,54,0.075,Swipe ,Bills,128.48,0,57,F,High School,Selfemployeed,14975,Single,NY,3,50-59,Low Income
717471933,Blue,410,1,106,18-06-2023,Week-25,Q2,2023,5800.0,1434,8202,89,0.247,Swipe ,Entertainment,1230.3,0,50,M,Doctorate,Govt,112056,Single,CA,2,50-59,Very High Income
717472833,Blue,150,1,120,18-06-2023,Week-25,Q2,2023,7260.0,713,4253,73,0.098,Swipe ,Entertainment,340.24,0,46,M,High School,Govt,55306,Single,CA,3,40-49,High Income
717477783,Silver,295,1,170,18-06-2023,Week-25,Q2,2023,10195.0,2389,1563,36,0.234,Chip ,Bills,437.64,0,35,F,Graduate,Selfemployeed,14975,Single,NY,3,30-39,Low Income
717478983,Blue,125,1,101,18-06-2023,Week-25,Q2,2023,2853.0,1961,2697,68,0.687,Swipe ,Entertainment,323.64,0,43,F,Graduate,Retirees,31602,Single,FL,2,40-49,Medium Income
717480783,Blue,95,0,134,18-06-2023,Week-25,Q2,2023,9680.0,2101,15152,100,0.217,Chip ,Fuel,2121.28,0,40,M,Graduate,Businessman,203834,Single,CA,1,40-49,Very High Income
717482658,Silver,250,1,133,18-06-2023,Week-25,Q2,2023,18022.0,0,14485,106,0.0,Chip ,Travel,1013.95,0,62,M,Graduate,Businessman,171190,Single,CA,3,60+,Very High Income
717483558,Blue,175,1,85,25-06-2023,Week-26,Q2,2023,19156.0,1353,3547,61,0.071,Chip ,Bills,496.58,0,29,F,High School,Retirees,38657,Single,NY,3,18-29,Medium Income
717487983,Blue,175,1,81,25-06-2023,Week-26,Q2,2023,19435.0,2120,2062,55,0.109,Swipe ,Entertainment,268.06,0,45,F,Unknown,Govt,20963,Single,TX,1,40-49,Medium Income
717489033,Blue,280,1,84,25-06-2023,Week-26,Q2,2023,1438.3,0,2641,40,0.0,Swipe ,Entertainment,343.33,0,51,F,Uneducated,Blue-collar,31083,Unknown,NY,1,50-59,Medium Income
717490008,Blue,430,1,96,25-06-2023,Week-26,Q2,2023,19188.0,1622,4282,52,0.085,Chip ,Grocery,342.56,0,49,F,Unknown,Retirees,56362,Married,CA,1,40-49,High Income
717491058,Blue,320,1,118,25-06-2023,Week-26,Q2,2023,20803.0,1747,4012,60,0.084,Chip ,Bills,722.16,0,63,M,Doctorate,White-collar,47560,Single,NJ,2,60+,Medium Income
717494358,Silver,450,0,80,25-06-2023,Week-26,Q2,2023,4299.0,1334,15068,123,0.31,Chip ,Travel,1958.84,0,46,F,Doctorate,Businessman,198832,Married,NY,1,40-49,Very High Income
717495258,Blue,355,0,106,25-06-2023,Week-26,Q2,2023,9131.0,916,1893,36,0.1,Swipe ,Entertainment,492.18,0,49,F,Uneducated,Selfemployeed,17885,Married,TX,1,40-49,Low Income
717499083,Blue,175,0,135,25-06-2023,Week-26,Q2,2023,17236.0,0,3013,78,0.0,Swipe ,Bills,271.17,0,51,F,Uneducated,Selfemployeed,34199,Married,TX,3,50-59,Medium Income
717500133,Blue,295,0,73,25-06-2023,Week-26,Q2,2023,10374.0,599,4240,63,0.058,Swipe ,Bills,848.0,0,51,F,High School,Govt,54860,Single,FL,1,50-59,High Income
717502083,Blue,270,1,76,25-06-2023,Week-26,Q2,2023,6314.0,0,2718,44,0.0,Swipe ,Grocery,706.68,0,49,F,Post-Graduate,Govt,31787,Single,CA,3,40-49,Medium Income
717504258,Blue,425,1,102,25-06-2023,Week-26,Q2,2023,3735.0,1199,1573,35,0.321,Swipe ,Entertainment,330.33,0,28,M,Uneducated,Selfemployeed,14975,Single,FL,2,18-29,Low Income
717511533,Blue,490,1,87,25-06-2023,Week-26,Q2,2023,1707.0,1191,2950,87,0.698,Swipe ,Entertainment,531.0,0,57,F,Graduate,Blue-collar,33756,Unknown,FL,2,50-59,Medium Income
717513933,Blue,350,0,83,25-06-2023,Week-26,Q2,2023,14938.0,0,7385,90,0.0,Swipe ,Bills,1624.7,0,43,M,Uneducated,White-collar,103302,Married,TX,3,40-49,Very High Income
717516333,Blue,200,1,102,25-06-2023,Week-26,Q2,2023,14713.0,905,4125,82,0.062,Swipe ,Food,495.0,0,46,M,Uneducated,Selfemployeed,50993,Single,NY,1,40-49,High Income
717517758,Blue,445,1,43,25-06-2023,Week-26,Q2,2023,2278.0,845,2307,45,0.371,Swipe ,Bills,599.82,0,53,F,Graduate,Govt,25292,Single,CA,2,50-59,Medium Income
717518733,Blue,385,0,151,25-06-2023,Week-26,Q2,2023,9463.0,764,7106,61,0.081,Swipe ,Entertainment,852.72,0,40,M,High School,Govt,101790,Unknown,CA,2,40-49,Very High Income
717521508,Gold,450,1,130,25-06-2023,Week-26,Q2,2023,34516.0,2098,6932,87,0.061,Swipe ,Food,1317.08,0,55,M,Unknown,Govt,101386,Single,CA,1,50-59,Very High Income
717524433,Blue,245,1,89,25-06-2023,Week-26,Q2,2023,1438.3,0,4700,92,0.0,Swipe ,Entertainment,705.0,0,42,M,High School,Businessman,74712,Married,NY,1,40-49,High Income
717529233,Blue,495,0,120,25-06-2023,Week-26,Q2,2023,3319.0,0,4840,44,0.0,Swipe ,Bills,1403.6,0,55,M,High School,Selfemployeed,80685,Married,NJ,1,50-59,High Income
717531483,Blue,355,0,100,25-06-2023,Week-26,Q2,2023,3433.0,964,4444,87,0.281,Chip ,Entertainment,666.6,0,52,M,Graduate,Businessman,62864,Married,TX,2,50-59,High Income
717534108,Blue,125,0,105,25-06-2023,Week-26,Q2,2023,2405.0,1410,4421,79,0.586,Chip ,Fuel,1105.25,0,48,M,Unknown,Blue-collar,61612,Married,CA,3,40-49,High Income
717535083,Blue,245,1,67,25-06-2023,Week-26,Q2,2023,5207.0,1121,7153,84,0.215,Swipe ,Grocery,715.3,0,59,M,Graduate,Businessman,101944,Single,NJ,1,50-59,Very High Income
717538683,Blue,125,1,77,25-06-2023,Week-26,Q2,2023,22906.0,1132,3204,64,0.049,Swipe ,Entertainment,736.92,0,42,F,Graduate,Govt,35494,Single,CA,1,40-49,Medium Income
717539808,Blue,275,0,80,25-06-2023,Week-26,Q2,2023,9930.0,0,1276,21,0.0,Swipe ,Travel,319.0,0,60,F,Graduate,Selfemployeed,11144,Married,NY,1,60+,Low Income
717541308,Blue,125,1,120,25-06-2023,Week-26,Q2,2023,2602.0,1441,4838,85,0.554,Swipe ,Food,387.04,0,46,M,Graduate,White-collar,80642,Married,TX,1,40-49,High Income
717545808,Blue,350,1,99,25-06-2023,Week-26,Q2,2023,2900.0,1987,4549,70,0.685,Swipe ,Fuel,454.9,0,42,M,Graduate,Blue-collar,68261,Single,FL,2,40-49,High Income
717547383,Blue,250,1,103,25-06-2023,Week-26,Q2,2023,2890.0,1392,4233,77,0.482,Swipe ,Grocery,719.61,0,44,F,Unknown,Blue-collar,54553,Single,CA,3,40-49,High Income
717548358,Blue,175,0,67,25-06-2023,Week-26,Q2,2023,2580.0,2265,1665,57,0.878,Swipe ,Bills,183.15,0,51,F,Graduate,Selfemployeed,14975,Single,NY,3,50-59,Low Income
717549408,Blue,340,1,100,25-06-2023,Week-26,Q2,2023,20485.0,0,3024,51,0.0,Chip ,Entertainment,241.92,0,50,F,High School,Govt,34280,Married,CA,1,50-59,Medium Income
717551358,Blue,100,0,87,25-06-2023,Week-26,Q2,2023,3556.0,2517,2279,56,0.708,Swipe ,Bills,227.9,0,46,F,Graduate,Selfemployeed,24757,Unknown,CA,3,40-49,Medium Income
717553683,Blue,445,1,67,25-06-2023,Week-26,Q2,2023,3040.0,2517,4608,61,0.828,Swipe ,Food,552.96,0,49,M,Graduate,Govt,70637,Married,FL,3,40-49,High Income
717556758,Blue,200,0,149,25-06-2023,Week-26,Q2,2023,3029.0,2267,14934,113,0.748,Swipe ,Food,1941.42,0,44,F,Unknown,Businessman,190069,Married,CA,3,40-49,Very High Income
717559533,Silver,275,0,113,25-06-2023,Week-26,Q2,2023,34516.0,1161,8212,100,0.034,Swipe ,Bills,2135.12,0,55,M,High School,Govt,112162,Single,TX,3,50-59,Very High Income
717561108,Blue,430,1,42,25-06-2023,Week-26,Q2,2023,34516.0,549,1629,32,0.016,Swipe ,Bills,358.38,0,42,F,Graduate,Selfemployeed,14975,Married,FL,3,40-49,Low Income
717565233,Blue,190,0,104,25-06-2023,Week-26,Q2,2023,31346.0,1318,13303,92,0.042,Swipe ,Bills,2926.66,0,38,M,Uneducated,White-collar,128500,Unknown,TX,1,30-39,Very High Income
717567333,Blue,325,0,75,25-06-2023,Week-26,Q2,2023,3991.0,1982,1661,35,0.497,Swipe ,Entertainment,398.64,0,45,F,Post-Graduate,Selfemployeed,14975,Single,CA,3,40-49,Low Income
717568308,Blue,400,1,103,25-06-2023,Week-26,Q2,2023,6018.0,0,4355,78,0.0,Swipe ,Bills,1262.95,0,35,M,High School,Selfemployeed,58966,Married,CA,1,30-39,High Income
717569283,Blue,200,1,117,25-06-2023,Week-26,Q2,2023,8896.0,1338,4252,70,0.15,Swipe ,Bills,722.84,0,46,M,High School,Blue-collar,55255,Unknown,FL,3,40-49,High Income
717570258,Blue,125,0,73,25-06-2023,Week-26,Q2,2023,2206.0,1722,4455,67,0.781,Swipe ,Entertainment,1247.4,0,43,M,Graduate,Selfemployeed,63267,Single,CA,2,40-49,High Income
717571683,Gold,150,0,78,25-06-2023,Week-26,Q2,2023,23981.0,0,4536,61,0.0,Swipe ,Food,997.92,0,47,M,Unknown,White-collar,67655,Single,NY,2,40-49,High Income
717574683,Blue,420,0,145,25-06-2023,Week-26,Q2,2023,2192.0,1146,4756,85,0.523,Swipe ,Grocery,428.04,0,54,M,Graduate,Businessman,76846,Married,FL,3,50-59,High Income
717575958,Blue,435,1,105,25-06-2023,Week-26,Q2,2023,1694.0,479,2349,42,0.283,Chip ,Entertainment,610.74,0,39,F,Graduate,White-collar,26065,Single,CA,3,30-39,Medium Income
717578358,Blue,175,1,153,25-06-2023,Week-26,Q2,2023,8162.0,1704,4334,80,0.209,Chip ,Travel,736.78,0,35,F,Graduate,Govt,58091,Single,TX,2,30-39,High Income
717579258,Blue,275,0,102,25-06-2023,Week-26,Q2,2023,6893.0,1462,4782,50,0.212,Swipe ,Bills,1243.32,0,49,M,Graduate,White-collar,78094,Married,NY,2,40-49,High Income
717580458,Blue,500,1,109,25-06-2023,Week-26,Q2,2023,19333.0,0,7847,63,0.0,Swipe ,Bills,1961.75,0,40,M,Uneducated,Selfemployeed,108259,Married,NJ,3,40-49,Very High Income
717581658,Blue,225,0,63,25-06-2023,Week-26,Q2,2023,2461.0,1586,1729,35,0.644,Swipe ,Fuel,466.83,0,46,F,Uneducated,Selfemployeed,14975,Single,NY,3,40-49,Low Income
717582558,Blue,320,0,119,25-06-2023,Week-26,Q2,2023,34516.0,1185,3874,72,0.034,Swipe ,Fuel,697.32,0,47,F,Uneducated,Retirees,44134,Single,NY,3,40-49,Medium Income
717583908,Blue,125,0,100,25-06-2023,Week-26,Q2,2023,15030.0,1395,7603,81,0.093,Swipe ,Bills,1748.69,0,33,M,High School,White-collar,105389,Married,TX,3,30-39,Very High Income
717585858,Blue,190,1,86,25-06-2023,Week-26,Q2,2023,16915.0,1679,2795,55,0.099,Swipe ,Travel,503.1,0,28,F,Unknown,White-collar,32534,Single,CA,3,18-29,Medium Income
717591483,Blue,420,1,70,25-06-2023,Week-26,Q2,2023,3416.0,2044,1924,48,0.598,Swipe ,Entertainment,538.72,0,26,F,Graduate,Retirees,18561,Single,FL,3,18-29,Low Income
717592758,Blue,430,0,87,25-06-2023,Week-26,Q2,2023,1606.0,1578,2418,44,0.983,Chip ,Entertainment,507.78,0,47,F,High School,Businessman,27097,Married,CA,3,40-49,Medium Income
717595908,Blue,270,1,113,25-06-2023,Week-26,Q2,2023,9453.0,2188,1688,45,0.231,Swipe ,Grocery,354.48,0,48,F,Doctorate,Selfemployeed,14975,Unknown,NY,3,40-49,Low Income
717596883,Blue,335,1,113,25-06-2023,Week-26,Q2,2023,5530.0,1233,5270,78,0.223,Swipe ,Bills,1317.5,0,44,M,Uneducated,Blue-collar,97145,Married,CA,2,40-49,High Income
717599283,Blue,275,0,48,25-06-2023,Week-26,Q2,2023,5335.0,1206,1844,49,0.226,Swipe ,Food,424.12,0,38,F,Uneducated,Selfemployeed,16988,Single,FL,3,30-39,Low Income
717600483,Blue,380,1,99,25-06-2023,Week-26,Q2,2023,23223.0,628,7358,87,0.027,Swipe ,Bills,735.8,0,52,M,High School,Blue-collar,103047,Unknown,NE,3,50-59,Very High Income
717602733,Blue,325,1,107,25-06-2023,Week-26,Q2,2023,1842.0,0,4165,67,0.0,Swipe ,Grocery,291.55,0,46,M,High School,White-collar,52309,Single,MO,1,40-49,High Income
717603858,Blue,295,0,100,25-06-2023,Week-26,Q2,2023,5608.0,1775,4325,77,0.317,Online ,Food,951.5,0,53,F,Unknown,Govt,57811,Married,TX,3,50-59,High Income
717609633,Blue,450,0,101,25-06-2023,Week-26,Q2,2023,12725.0,1759,4139,58,0.138,Swipe ,Entertainment,1034.75,0,47,M,Graduate,Blue-collar,51453,Married,FL,1,40-49,High Income
717613233,Silver,300,1,78,25-06-2023,Week-26,Q2,2023,25907.0,745,2058,56,0.029,Swipe ,Fuel,576.24,0,43,F,Graduate,Govt,20884,Single,CA,3,40-49,Medium Income
717621333,Blue,125,1,83,25-06-2023,Week-26,Q2,2023,2680.0,1871,4592,78,0.698,Chip ,Bills,780.64,0,46,M,Unknown,White-collar,69960,Married,NJ,3,40-49,High Income
717622308,Blue,495,0,101,25-06-2023,Week-26,Q2,2023,2074.0,1688,4232,75,0.814,Swipe ,Bills,1100.32,0,38,M,Graduate,Blue-collar,54507,Single,FL,1,30-39,High Income
717623583,Blue,200,0,152,25-06-2023,Week-26,Q2,2023,3444.0,2441,2668,51,0.709,Swipe ,Entertainment,480.24,0,53,F,Uneducated,Businessman,31336,Married,TX,2,50-59,Medium Income
717624708,Blue,150,0,112,25-06-2023,Week-26,Q2,2023,1438.3,0,2589,49,0.0,Swipe ,Grocery,569.58,0,59,F,High School,Retirees,30335,Married,CA,3,50-59,Medium Income
717626508,Blue,200,1,89,25-06-2023,Week-26,Q2,2023,1699.0,0,5495,87,0.0,Chip ,Entertainment,1208.9,0,60,M,Graduate,White-collar,99827,Married,FL,1,60+,High Income
717627333,Blue,330,0,79,25-06-2023,Week-26,Q2,2023,2127.0,1995,1363,37,0.938,Swipe ,Grocery,231.71,0,43,F,Uneducated,Blue-collar,12497,Married,NY,1,40-49,Low Income
717628608,Blue,465,0,106,25-06-2023,Week-26,Q2,2023,2576.0,1640,2568,34,0.637,Swipe ,Bills,154.08,0,41,F,Doctorate,White-collar,29882,Single,CA,3,40-49,Medium Income
717631008,Blue,380,1,107,25-06-2023,Week-26,Q2,2023,24296.0,0,1886,48,0.0,Swipe ,Bills,490.36,0,40,F,High School,Govt,17799,Married,CA,3,40-49,Low Income
717631908,Blue,300,0,81,25-06-2023,Week-26,Q2,2023,4390.0,0,8454,69,0.0,Chip ,Bills,1014.48,0,47,M,Graduate,Blue-collar,114652,Married,TX,2,40-49,Very High Income
717636933,Blue,480,0,90,25-06-2023,Week-26,Q2,2023,4365.0,0,3542,57,0.0,Swipe ,Grocery,920.92,0,45,M,Graduate,White-collar,38559,Single,CA,2,40-49,Medium Income
717637908,Blue,285,1,93,25-06-2023,Week-26,Q2,2023,1924.0,971,4951,96,0.505,Swipe ,Food,1089.22,0,57,M,Uneducated,Blue-collar,87071,Unknown,TX,1,50-59,High Income
717640083,Blue,125,1,94,25-06-2023,Week-26,Q2,2023,6705.0,0,731,18,0.0,Online ,Bills,80.41,0,46,F,Uneducated,Selfemployeed,1250,Single,CA,2,40-49,Low Income
717642633,Platinum,250,1,96,25-06-2023,Week-26,Q2,2023,3750.0,1801,17995,116,0.48,Chip ,Food,3778.95,0,54,M,Graduate,Businessman,239676,Single,NY,1,50-59,Very High Income
717643608,Blue,485,0,115,25-06-2023,Week-26,Q2,2023,26443.0,1601,1593,36,0.061,Swipe ,Bills,414.18,0,45,F,Graduate,Selfemployeed,14975,Single,FL,2,40-49,Low Income
717646008,Blue,250,0,117,25-06-2023,Week-26,Q2,2023,5686.0,0,4338,67,0.0,Chip ,Bills,780.84,0,58,M,High School,Blue-collar,58187,Married,CA,3,50-59,High Income
717646983,Blue,395,1,76,25-06-2023,Week-26,Q2,2023,3214.0,424,2720,53,0.132,Chip ,Food,190.4,0,56,F,Graduate,Govt,31815,Single,PA,3,50-59,Medium Income
717648783,Blue,470,1,66,25-06-2023,Week-26,Q2,2023,6922.0,1704,1449,28,0.246,Swipe ,Entertainment,173.88,0,49,F,High School,Selfemployeed,14287,Married,NY,3,40-49,Low Income
717650133,Blue,365,0,83,25-06-2023,Week-26,Q2,2023,4821.0,1426,3571,58,0.296,Swipe ,Grocery,678.49,0,51,F,Graduate,White-collar,38961,Single,CA,3,50-59,Medium Income
717651333,Blue,405,0,83,25-06-2023,Week-26,Q2,2023,1745.0,1168,4562,67,0.669,Swipe ,Bills,273.72,0,55,M,High School,Govt,68743,Married,NY,3,50-59,High Income
717655458,Silver,125,1,73,25-06-2023,Week-26,Q2,2023,16903.0,1507,3819,61,0.089,Swipe ,Entertainment,343.71,0,37,M,Graduate,White-collar,42776,Single,FL,3,30-39,Medium Income
717656433,Blue,485,1,71,25-06-2023,Week-26,Q2,2023,2167.0,988,7199,83,0.456,Swipe ,Food,1151.84,0,49,M,High School,Govt,102173,Married,TX,3,40-49,Very High Income
717657333,Blue,110,0,76,25-06-2023,Week-26,Q2,2023,7584.0,1834,4783,65,0.242,Swipe ,Bills,621.79,0,49,M,Unknown,Retirees,78176,Single,FL,3,40-49,High Income
717658758,Silver,245,1,69,25-06-2023,Week-26,Q2,2023,34516.0,0,7962,99,0.0,Swipe ,Bills,1990.5,0,42,M,Graduate,Selfemployeed,109408,Married,NJ,3,40-49,Very High Income
717659883,Blue,245,1,138,25-06-2023,Week-26,Q2,2023,2418.0,1106,3541,64,0.457,Swipe ,Fuel,354.1,0,55,F,Unknown,Govt,38544,Single,FL,3,50-59,Medium Income
717661908,Silver,100,1,117,25-06-2023,Week-26,Q2,2023,34516.0,0,2681,55,0.0,Swipe ,Fuel,723.87,0,43,F,Graduate,Govt,31428,Married,FL,3,40-49,Medium Income
717663033,Platinum,415,1,137,25-06-2023,Week-26,Q2,2023,34516.0,1068,16428,123,0.031,Swipe ,Bills,4599.84,0,35,M,Graduate,Businessman,234318,Married,NY,3,30-39,Very High Income
717664008,Blue,175,1,93,25-06-2023,Week-26,Q2,2023,3100.0,2517,694,12,0.812,Swipe ,Fuel,187.38,0,53,F,Graduate,Selfemployeed,1250,Married,TX,1,50-59,Low Income
717666783,Blue,200,1,112,25-06-2023,Week-26,Q2,2023,2272.0,1350,2354,49,0.594,Swipe ,Bills,282.48,0,37,F,Graduate,Blue-collar,26146,Single,FL,1,30-39,Medium Income
717667833,Blue,125,0,90,25-06-2023,Week-26,Q2,2023,3735.0,1285,1877,33,0.344,Swipe ,Bills,262.78,0,40,F,Graduate,Blue-collar,17583,Married,CA,1,40-49,Low Income
717669483,Blue,470,0,82,25-06-2023,Week-26,Q2,2023,34516.0,0,1737,38,0.0,Chip ,Food,364.77,0,49,F,Unknown,Selfemployeed,14975,Single,CA,1,40-49,Low Income
717670758,Blue,175,0,86,25-06-2023,Week-26,Q2,2023,5030.0,1327,2523,71,0.264,Swipe ,Food,176.61,0,62,F,Graduate,Selfemployeed,29154,Married,FL,3,60+,Medium Income
717678408,Blue,330,1,101,25-06-2023,Week-26,Q2,2023,8633.0,2517,2066,51,0.292,Swipe ,Fuel,578.48,0,44,F,Graduate,Govt,21075,Married,NY,3,40-49,Medium Income
717682233,Blue,440,0,89,25-06-2023,Week-26,Q2,2023,6139.0,1585,7906,80,0.258,Swipe ,Food,2055.56,0,40,M,Graduate,Businessman,108872,Single,NY,1,40-49,Very High Income
717683583,Blue,355,1,143,25-06-2023,Week-26,Q2,2023,6929.0,1691,1388,27,0.244,Swipe ,Entertainment,166.56,0,48,F,Post-Graduate,Blue-collar,13021,Unknown,TX,3,40-49,Low Income
717684858,Blue,100,0,40,25-06-2023,Week-26,Q2,2023,22304.0,1333,5002,60,0.06,Swipe ,Bills,850.34,0,38,M,Graduate,White-collar,89602,Married,FL,3,30-39,High Income
717688233,Blue,335,1,136,25-06-2023,Week-26,Q2,2023,2432.0,851,4760,69,0.35,Swipe ,Fuel,571.2,0,48,M,Graduate,White-collar,77200,Single,CA,2,40-49,High Income
717695058,Blue,340,0,111,25-06-2023,Week-26,Q2,2023,4163.0,0,4763,76,0.0,Chip ,Food,1333.64,0,33,M,Unknown,Retirees,77246,Married,TX,1,30-39,High Income
717696333,Blue,455,0,131,25-06-2023,Week-26,Q2,2023,34516.0,0,5425,60,0.0,Swipe ,Fuel,542.5,0,42,M,Uneducated,Govt,99286,Unknown,NY,3,40-49,High Income
717699408,Blue,325,0,92,25-06-2023,Week-26,Q2,2023,2886.0,2517,4884,89,0.872,Swipe ,Grocery,1367.52,0,43,M,Graduate,Businessman,83311,Single,TX,3,40-49,High Income
717701733,Blue,250,1,116,25-06-2023,Week-26,Q2,2023,11910.0,2098,1646,39,0.176,Swipe ,Bills,411.5,0,50,F,High School,Selfemployeed,14975,Married,TX,3,50-59,Low Income
717704433,Blue,485,0,56,25-06-2023,Week-26,Q2,2023,3829.0,836,4313,85,0.218,Swipe ,Grocery,819.47,0,48,M,Uneducated,Blue-collar,57328,Single,NJ,1,40-49,High Income
717705858,Blue,275,1,77,25-06-2023,Week-26,Q2,2023,29923.0,0,2528,52,0.0,Online ,Entertainment,707.84,0,47,F,High School,Retirees,29234,Married,NY,1,40-49,Medium Income
717707133,Blue,335,1,103,25-06-2023,Week-26,Q2,2023,10060.0,2322,2184,63,0.231,Swipe ,Bills,240.24,0,39,F,High School,Retirees,23153,Single,FL,2,30-39,Medium Income
717708783,Silver,295,0,125,25-06-2023,Week-26,Q2,2023,34516.0,1417,4303,77,0.041,Chip ,Food,989.69,0,52,F,Graduate,Blue-collar,56991,Single,FL,3,50-59,High Income
717711108,Blue,300,0,103,25-06-2023,Week-26,Q2,2023,3541.0,1042,14511,123,0.294,Swipe ,Bills,2321.76,0,40,F,Unknown,Businessman,172287,Married,FL,3,40-49,Very High Income
717713283,Blue,200,1,115,25-06-2023,Week-26,Q2,2023,8628.0,1077,1675,58,0.125,Swipe ,Bills,351.75,0,45,F,Graduate,Selfemployeed,14975,Single,CA,1,40-49,Low Income
717714633,Gold,270,0,106,25-06-2023,Week-26,Q2,2023,14938.0,0,15277,131,0.0,Online ,Travel,4430.33,0,45,F,Graduate,Businessman,208775,Unknown,NY,2,40-49,Very High Income
717720108,Blue,220,1,48,25-06-2023,Week-26,Q2,2023,12386.0,980,3274,69,0.079,Swipe ,Fuel,556.58,0,44,F,Uneducated,White-collar,35827,Unknown,MI,3,40-49,Medium Income
717721458,Blue,300,1,112,25-06-2023,Week-26,Q2,2023,10408.0,1186,2560,42,0.114,Swipe ,Travel,716.8,0,49,F,High School,Selfemployeed,29693,Married,CA,3,40-49,Medium Income
717722958,Blue,250,0,75,25-06-2023,Week-26,Q2,2023,4654.0,1349,4277,71,0.29,Swipe ,Food,769.86,0,45,M,Graduate,Blue-collar,56194,Single,NY,2,40-49,High Income
717724233,Platinum,110,1,117,25-06-2023,Week-26,Q2,2023,9959.0,734,16732,116,0.074,Chip ,Bills,3848.36,0,52,F,High School,Businessman,236409,Single,CA,1,50-59,Very High Income
